Hour,T1,T2,T3,O2,CO2,H2O,Action,Reward
15.666666666666666,36.633347,36.633347,36.633347,18.750023,0.06942649,0.5949123,0,-4.444109054021322
15.833333333333334,36.790905,36.790905,36.790905,18.657759,0.07034913,0.5948021,0,-4.927713648375843
16.0,36.94923,36.94923,36.94923,18.563559,0.071291134,0.5946904,0,-5.412157435092647
16.166666666666668,37.10827,37.10827,37.10827,18.467379,0.07225294,0.59457725,0,-5.897587965437021
16.333333333333332,37.267952,37.267952,37.267952,18.369177,0.07323495,0.59446263,0,-6.38416351427901
16.5,37.42821,37.42821,37.42821,18.268911,0.07423761,0.5943465,0,-6.872053410419381
16.666666666666668,37.58896,37.58896,37.58896,18.166542,0.0752613,0.594229,0,-7.361438301704268
16.833333333333332,37.750103,37.750103,37.750103,18.062027,0.076306455,0.5941099,0,-7.852510340250152
17.0,37.91154,37.91154,37.91154,17.955326,0.07737346,0.5939894,0,-8.345473271839966
17.166666666666668,38.07315,38.07315,38.07315,17.846401,0.078462705,0.5938673,0,-8.840542412438865
17.333333333333332,38.234814,38.234814,38.234814,17.735216,0.079574555,0.5937438,0,-9.337944493853495
17.5,38.279716,38.279716,38.279716,19.621735,0.0645675,0.59349376,1,3.0697376882710916
17.666666666666668,38.51806,38.51806,38.51806,19.507608,0.06570876,0.5933684,0,3.842301719512438
17.833333333333332,38.75992,38.75992,38.75992,19.39002,0.06688465,0.5932408,0,5.71006430786592
18.0,39.00525,39.00525,39.00525,19.268839,0.06809646,0.593111,0,5.779472080560686
18.166666666666668,39.253975,39.253975,39.253975,19.143936,0.06934549,0.5929789,0,5.847813652601432
18.333333333333332,39.505985,39.505985,39.505985,19.015179,0.07063306,0.59284455,0,5.914576265795198
18.5,39.761143,39.761143,39.761143,18.882435,0.071960494,0.5927078,0,10.97918598319489
18.666666666666668,40.01928,40.01928,40.01928,18.745573,0.07332912,0.59256876,0,11.041004690115116
18.833333333333332,40.280178,40.280178,40.280178,18.60446,0.07474025,0.5924273,0,10.599327805068336
19.0,40.54359,40.54359,40.54359,18.458965,0.07619519,0.5922834,0,10.153382931900458
19.166666666666668,40.809216,40.809216,40.809216,18.308966,0.07769518,0.59213716,0,9.702329707005553
19.333333333333332,41.076706,41.076706,41.076706,18.15434,0.07924145,0.59198844,0,9.245261111155083
19.5,41.34566,41.34566,41.34566,17.994972,0.080835134,0.5918373,0,8.781206520884368
19.666666666666668,41.615635,41.615635,41.615635,17.830755,0.082477294,0.5916836,0,8.309136765952362
19.833333333333332,41.886112,41.886112,41.886112,17.661594,0.0841689,0.59152746,0,7.827971433534117
20.0,42.15653,42.15653,42.15653,17.487404,0.085910805,0.59136885,0,7.336588613316348
20.166666666666668,42.309597,42.309597,42.309597,19.308115,0.07016295,0.5910467,1,6.8110411306829315
20.333333333333332,42.68671,42.68671,42.68671,19.12591,0.07198501,0.5908843,0,6.0030215037767745
20.5,43.0685,43.0685,43.0685,18.93643,0.07387981,0.59071845,0,13.482362663537051
20.666666666666668,43.45412,43.45412,43.45412,18.739468,0.075849436,0.5905491,0,13.574112328027203
20.833333333333332,43.842587,43.842587,43.842587,18.534838,0.07789572,0.5903762,0,13.648937218173778
21.0,44.232773,44.232773,44.232773,18.322392,0.08002019,0.5901997,0,13.7040098074558
21.166666666666668,44.6234,44.6234,44.6234,18.10201,0.082224,0.5900197,0,13.736435509305029
21.333333333333332,45.01306,45.01306,45.01306,17.873623,0.084507875,0.58983606,0,13.743319015180345
21.5,45.400204,45.400204,45.400204,17.6372,0.08687211,0.5896489,0,13.221841324281558
21.666666666666668,45.666492,45.666492,45.666492,19.392763,0.07145319,0.5892675,1,8.723682257113396
21.833333333333332,46.180107,46.180107,46.180107,19.142803,0.07395277,0.5890745,0,8.268261143135582
22.0,46.693943,46.693943,46.693943,18.882202,0.07655878,0.5888768,0,16.21238596553767
22.166666666666668,47.20538,47.20538,47.20538,18.610998,0.07927083,0.5886744,0,16.214455593512863
22.333333333333332,47.71158,47.71158,47.71158,18.329323,0.08208758,0.58846736,0,16.16390659390694
22.5,48.20955,48.20955,48.20955,18.037415,0.08500666,0.5882557,0,16.05659489498347
22.666666666666668,48.579536,48.579536,48.579536,19.735601,0.07041983,0.58782333,1,9.22927416773937
22.833333333333332,49.210728,49.210728,49.210728,19.42656,0.07351026,0.5876039,0,10.344809450093592
23.0,49.83158,49.83158,49.83158,19.105486,0.07672099,0.5873788,0,13.566022766410086
23.166666666666668,50.437496,50.437496,50.437496,18.773018,0.08004567,0.5871481,0,18.35633078236082
23.333333333333332,51.02391,51.02391,51.02391,18.429916,0.083476685,0.5869118,0,18.054483587853728
23.5,51.586414,51.586414,51.586414,18.077044,0.087005414,0.5866702,0,17.66120730666983
23.666666666666668,52.00423,52.00423,52.00423,19.715332,0.07249802,0.586177,1,10.621671727292883
23.833333333333332,52.570816,52.570816,52.570816,21.0,0.060941704,0.5856766,1,-0.68308438493045
24.0,53.373173,53.373173,53.373173,20.62422,0.06469951,0.5854215,0,14.288861732475763
24.166666666666668,54.140995,54.140995,54.140995,20.238432,0.06855739,0.5851592,0,17.000854075296456
24.333333333333332,54.867554,54.867554,54.867554,19.844416,0.072497554,0.5848899,0,16.306586750946348
24.5,55.547127,55.547127,55.547127,19.443924,0.076502465,0.5846141,0,15.47773604787575
24.666666666666668,56.175148,56.175148,56.175148,19.038603,0.08055567,0.5843323,0,5.142945944726901
24.833333333333332,56.63159,56.63159,56.63159,20.629934,0.06771389,0.5837574,1,2.2069780902125276
25.0,57.34474,57.34474,57.34474,20.219532,0.07181791,0.5834662,0,4.455323646240073
25.166666666666668,57.993553,57.993553,57.993553,19.80765,0.075936735,0.5831686,0,5.74931036723582
25.333333333333332,58.575832,58.575832,58.575832,19.395773,0.08005551,0.5828653,0,5.945646524023606
25.5,58.974266,58.974266,58.974266,20.985033,0.067330316,0.5822485,1,1.2341298112727817
25.666666666666668,59.621857,59.621857,59.621857,20.575708,0.07142356,0.58193696,0,3.4771252935973993
25.833333333333332,60.19269,60.19269,60.19269,20.169807,0.07548257,0.58161974,0,3.7030462781295896
